essai,date plantation_ou_coupe,age,date notation,modalité,parcelle,Note_globale_plein,Note_globale_R,Note_globale_IR,Note_adv_plein,Note_adv_R,Note_adv_IR,Note_pds_plein,Note_pds_R,Note_pds_IR,Cyperus rotundus ,Mimosa pudica ,Cardiospermum halicacabum,Senna occidentalis ,Ipomoea obscura ,Desmodium intortum,Croton bonplandianus,Bidens pilosa ,Passiflora foetida ,Tephrosia purpurea ,Momordica charantia ,Centrosema pubescens ,Lantana camara,Crotalaria retusa ,Commelina benghalensis,Litsea glutinosa ,Sida acuta ,Cajanus scarabeoides,Oxalis corniculata,Argemone mexicana ,Euphorbia hypericifolia,Sonchus asper ,Sonchus oleraceus,Phyllanthus urinaria ,Rottboellia cochinchinensis ,Euphorbia heterophylla ,Chamaesyce hirta ,Amaranthus dubius,Canavalia ensiformis,Hibiscus surattensis ,Lapsana communis ,Solanum mauritianum ,Sigesbeckia orientalis ,Conyza sumatrensis ,Phyllanthus tenellus,Brachiaria eruciformis,Ricinus communis ,,,,,,Cyperus rotundus 
P41,25/7/2018,"2,6",12/10/2018,M2,P11,60,40,80,25,40,10,35,0,70,5,0,0,0,5,0,5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,TE,P12,55,80,30,55,80,30,,,,10,5,20,5,1,0,1,30,1,0,0,0,0,0,5,0,0,0,0,0,10,10,1,10,0,0,0,5,0,0,0,0,1,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M4,P13,70,60,80,40,60,20,30,0,60,10,1,5,1,1,0,1,30,1,0,0,0,0,0,1,0,0,0,0,0,10,10,0,10,0,0,0,5,0,0,0,0,1,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M1,P14,60,40,80,25,40,10,35,0,70,20,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M5,P15,55,50,60,30,50,10,25,0,50,10,0,1,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,Tréf,P16,25,40,10,25,40,10,,,,20,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,10,0,5,0,10,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M2,P17,70,60,80,40,60,20,30,0,60,20,0,10,1,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,20,0,5,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M6,P18,55,60,50,35,60,10,20,0,40,10,0,1,1,1,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,10,10,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,Tréf,P19,30,40,20,30,40,20,,,,20,1,10,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,10,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M5,P20,60,40,80,30,40,20,30,0,60,10,0,10,1,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,TE,P21,40,60,20,40,60,20,,,,10,0,5,1,1,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M4,P22,65,60,70,40,60,20,25,0,50,10,0,1,1,15,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,10,5,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M3,P23,45,50,40,30,50,10,15,0,30,10,1,5,0,10,0,0,20,1,0,0,1,1,0,0,0,0,0,0,0,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M1,P24,65,40,90,25,40,10,40,0,80,10,0,5,0,5,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M1,P25,65,50,80,30,50,10,35,0,70,10,0,1,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,TE,P26,40,60,20,40,60,20,,,,10,0,5,0,0,0,0,40,1,0,0,0,0,0,0,0,1,0,0,0,10,0,1,10,0,5,0,5,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M5,P27,60,40,80,25,40,10,35,0,70,10,0,1,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M3,P28,35,40,30,25,40,10,10,0,20,10,0,0,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,Tréf,P29,20,20,20,20,20,20,,,,10,0,5,0,1,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M6,P30,40,40,40,30,40,20,10,0,20,10,0,5,0,5,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M2,P31,50,50,50,30,50,10,20,0,40,10,0,5,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"2,6",12/10/2018,M4,P32,45,40,50,30,40,20,15,0,30,10,0,5,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,TE,P1,"17,5",15,20,"17,5",15,20,,,,5,1,10,1,1,0,1,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M4,P2,"12,5",10,15,10,10,10,"2,5",0,5,5,1,5,1,1,0,1,5,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M6,P3,"17,5",10,25,"12,5",10,15,5,0,10,5,1,5,1,1,1,1,5,0,0,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M1,P4,15,15,15,15,15,15,"0,5",0,1,5,1,5,0,1,0,1,1,5,1,0,5,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,Tréf,P5,10,10,10,10,10,10,,,,10,1,1,1,1,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M2,P6,10,5,15,5,5,5,5,0,10,5,1,1,1,1,0,0,5,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M3,P7,"7,5",5,10,5,5,5,"2,5",0,5,5,1,1,1,1,0,1,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M5,P8,"12,5",5,20,"7,5",5,10,5,0,10,5,0,1,0,1,0,1,10,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M6,P9,"12,5",5,20,"7,5",5,10,5,0,10,5,1,5,0,1,0,1,5,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M3,P10,10,5,15,10,5,15,0,0,0,5,1,5,0,1,0,1,5,0,1,0,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M2,P11,"12,5",5,20,"7,5",5,10,5,0,10,5,1,5,1,1,1,0,5,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,TE,P12,10,10,10,10,10,10,,,,1,0,5,1,1,0,1,10,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M4,P13,"12,5",5,20,10,5,15,"2,5",0,5,5,0,5,1,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M1,P14,15,10,20,"12,5",10,15,"2,5",0,5,5,0,5,1,1,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M5,P15,20,5,35,5,5,5,15,0,30,5,1,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,Tréf,P16,"7,5",5,10,"7,5",5,10,,,,5,1,1,1,1,0,1,5,0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M2,P17,45,30,60,25,30,20,"20,5",1,40,10,0,1,1,1,0,5,20,0,0,0,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M6,P18,"12,5",10,15,10,10,10,"2,5",0,5,5,1,10,1,0,0,1,5,0,0,0,1,0,0,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,Tréf,P19,15,20,10,15,20,10,,,,10,1,5,1,1,0,1,5,0,0,0,1,1,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M5,P20,"12,5",15,10,10,15,5,5,0,10,5,1,1,1,0,0,1,5,0,0,0,1,1,0,0,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,TE,P21,20,10,30,20,10,30,,,,5,1,5,1,1,1,5,10,0,0,0,5,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M4,P22,"27,5",30,25,25,30,20,3,1,5,10,1,5,0,0,0,5,10,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M3,P23,"12,5",10,15,"12,5",10,15,"0,5",0,1,5,0,5,1,1,0,1,10,0,0,0,1,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M1,P24,20,10,30,10,10,10,10,0,20,5,1,1,0,0,1,1,10,0,0,0,1,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M1,P25,10,10,10,10,10,10,"0,5",0,1,5,1,1,1,0,0,5,5,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,TE,P26,10,10,10,10,10,10,,,,5,1,5,1,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M5,P27,"37,5",10,65,"7,5",10,5,30,0,60,5,0,5,0,1,1,0,5,0,0,0,0,0,0,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M3,P28,"12,5",15,10,"12,5",15,10,"0,5",0,1,5,0,1,0,1,1,1,10,1,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,Tréf,P29,10,10,10,10,10,10,,,,5,1,5,0,1,0,1,5,0,0,1,5,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M6,P30,15,10,20,"12,5",10,15,"2,5",0,5,5,5,5,1,1,0,1,5,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M2,P31,15,10,20,10,10,10,5,0,10,5,1,5,1,0,0,0,5,0,0,0,1,0,0,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"3,6",12/11/2018,M4,P32,15,15,15,"12,5",15,10,"2,5",0,5,5,1,5,,1,0,0,5,0,0,0,1,0,0,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,TE,P1,25,30,20,25,30,20,,,,10,0,10,1,1,0,,20,5,1,5,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M4,P2,30,20,40,20,20,20,10,0,20,5,0,10,5,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M6,P3,"22,5",20,25,20,20,20,"2,5",0,5,5,0,10,1,1,0,1,5,5,0,0,0,0,0,1,0,5,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M1,P4,25,30,20,25,30,20,0,0,0,10,0,5,1,1,0,1,5,5,0,1,1,0,0,5,0,5,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,Tréf,P5,25,20,30,25,20,30,,,,20,0,1,1,1,0,1,10,1,0,0,1,0,0,1,0,1,0,1,0,20,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M2,P6,"22,5",20,25,20,20,20,"2,5",0,5,10,0,0,1,1,0,5,10,1,0,0,1,0,0,5,0,1,0,1,0,1,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M3,P7,30,20,40,20,20,20,10,0,20,10,0,0,1,1,0,5,5,1,0,0,5,0,0,1,0,1,0,1,1,5,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M5,P8,40,20,60,20,20,20,20,0,40,10,0,0,1,1,0,5,5,1,0,1,5,0,0,1,0,1,0,1,1,5,5,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M6,P9,25,15,35,"17,5",15,20,"7,5",0,15,10,0,1,1,0,0,1,5,0,1,0,1,0,0,0,0,1,0,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M3,P10,20,15,25,20,15,25,0,0,0,10,1,0,0,1,0,5,1,0,0,0,5,0,0,1,0,0,0,1,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M2,P11,"32,5",15,50,"12,5",15,10,20,0,40,5,0,0,0,1,0,5,5,0,0,5,1,0,0,1,0,1,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,TE,P12,20,10,30,20,10,30,,,,10,0,1,0,1,0,5,20,0,0,1,1,0,0,1,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M4,P13,20,10,30,15,10,20,5,0,10,10,1,0,0,1,0,1,10,0,0,1,1,0,0,0,0,1,0,1,0,1,5,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M1,P14,30,20,40,120,20,220,10,0,20,10,1,1,1,5,0,,5,0,0,0,1,0,0,1,0,0,0,1,0,15,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M5,P15,"32,5",15,50,"12,5",15,10,20,0,40,5,0,0,1,1,0,1,10,0,0,1,1,0,0,1,0,1,0,1,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,Tréf,P16,20,20,20,20,20,20,,,,15,0,0,5,5,0,1,10,1,0,0,1,0,0,0,0,1,0,1,5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M2,P17,60,40,80,30,40,20,30,0,60,10,1,1,5,5,0,5,10,1,0,1,1,1,0,1,0,1,0,1,1,10,5,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M6,P18,"27,5",40,15,25,40,10,"2,5",0,5,5,1,0,0,1,0,1,10,0,0,0,1,0,0,1,0,1,1,1,1,15,15,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,Tréf,P19,"17,5",15,20,"17,5",15,20,,,,10,0,0,0,5,0,5,5,1,0,1,1,0,0,0,0,0,1,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M5,P20,30,20,40,20,20,20,10,0,20,10,0,1,1,5,0,1,10,0,0,0,1,0,0,0,0,0,1,1,1,10,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,TE,P21,35,30,40,35,30,40,,,,10,0,1,1,5,0,5,20,0,0,0,1,0,0,1,0,0,5,0,1,5,5,0,5,0,0,5,0,0,0,0,0,0,0,0,10,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M4,P22,35,20,50,30,20,40,5,0,10,10,0,0,0,5,1,1,20,0,0,0,1,0,0,0,0,0,1,1,5,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M3,P23,"27,5",20,35,25,20,30,"2,5",0,5,5,1,1,0,5,1,1,20,0,1,0,1,0,0,0,0,0,1,0,1,5,5,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M1,P24,50,20,80,20,20,20,30,0,60,5,0,0,0,5,0,1,10,0,5,0,5,0,0,0,0,1,0,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M1,P25,45,20,70,30,20,40,15,0,30,5,0,1,1,5,0,5,20,1,0,0,1,0,0,0,0,0,0,1,0,5,10,0,5,10,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,TE,P26,35,30,40,35,30,40,,,,5,1,1,0,1,0,1,25,0,1,1,1,0,0,0,0,1,0,5,5,5,10,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M5,P27,50,20,80,20,20,20,30,0,60,5,0,1,0,1,0,1,10,0,0,1,1,0,0,1,0,0,1,1,0,10,5,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,M3,P28,30,20,40,30,20,40,0,0,0,5,0,5,0,1,0,1,20,0,0,1,1,0,0,0,0,0,1,1,1,10,10,0,5,1,0,1,0,0,0,0,0,0,0,1,5,0,,,,,,
P41,25/7/2018,"4,3",4/12/2018,Tréf,P29,25,20,30,25,20,30,,,,10,0,1,0,5,0,5,10,5,0,0,1,0,0,0,0,0,0,0,1,5,5,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
